[5.321392902190697, 7.612561013963887]
[0.20180690591610215, 4.562146190547423]
[6.963268018526839, 6.311545473368872]
[3.944971201452045, 1.0445537672073655]
[5.033394904854759, 0.4318403067288323]
[3.901508095384509, -0.24175076768676604]
[6.202579876956586, 6.048145171531303]
[-1.0250557292703533, 2.5097954623509837]
[5.761895808500828, 6.277779762357335]
[1.4251335176706843, -0.6512741328516518]
[5.226187566823679, 5.551829150440624]
[5.576346242832189, 7.1554254625142955]
[5.1724081952106395, 4.827790284230646]
[3.418421348993379, -0.6265169472534724]
[5.7444360366791845, 6.16220250552662]
[3.870666333480312, 1.249955014982992]
[4.829046566698687, 7.0258169080719455]
[6.028607043765215, 6.828326188982001]
[4.7888551984057965, -1.7276940133496757]
[5.811020551916622, 5.3920470353994565]
[-0.43424435899666786, 3.060957671800916]
[5.486747365257403, 6.180799963837416]
[4.7730293469918585, 6.673277660115741]
[4.7832877375574645, 0.594329524616269]
[-0.7873137953401275, 3.856330649787696]
[5.174428393112609, 4.910288400348797]
[3.8974974059959484, 0.9171883223228373]
[0.5471770403924451, 3.5942752814186383]
[2.2992790898222233, 1.384508478129726]
[-0.905933808529602, 3.268513441490522]
[6.1377896226848705, 4.003079069589579]
[6.538412434667386, 4.918096526550527]
[4.459365278142104, 6.524947863903209]
[0.49172693168378256, 4.506953792761014]
[1.2624860991028148, 4.16686646774988]
[4.207676717889981, 5.553981185249589]
[7.501141094026278, 6.3837193145077995]
[0.08153118114334046, 3.7404047184267295]
[5.159436231298271, -0.7289810020069553]
[4.627806643725335, 0.2573728816442352]
[-0.004448939461375619, 3.8988787450434494]
[-0.5842945515781521, 4.74521406131992]
[-0.188526981836047, 4.756006218665201]
[6.816534754374597, 7.744858813657288]
[0.715348190860799, 3.5118632921392336]
[-0.41511690652892874, 4.611640624653041]
[5.943120292730563, 6.596422205701438]
[-0.7271844350880271, 3.677677929734971]
[-0.9341675756137543, 5.21317687429408]
[6.557964186888832, 7.314461395287173]
[3.7947121553240977, -0.560083921688045]
[5.2320181435776645, 4.820880503782042]
[-0.09285921718286248, 1.8639211199701005]
[6.9999499242737055, 5.1620217585320205]
[2.413482209209831, -0.5080753809660512]
[0.8792528832184425, 5.1944723259856955]
[3.6507729021219744, 1.3443349710538661]
[5.409182660204051, 5.098588793113989]
[-0.6909245979149639, 4.2298035441609825]
[6.318139768744961, 4.247660765036096]
[6.412281955714688, 7.50361205776239]
[5.898128428118364, 6.1698132255961236]
[3.606774384667463, -0.8228547525371891]
[-0.3009702085441726, 2.862257661766993]
[0.8168813462638538, 3.6232763515408464]
[5.073151186895984, -1.3675242516826653]
[3.245153010353698, 0.3947524516035469]
[-0.7514156080416136, 3.561813949836097]
[1.478367388253958, 3.401040362826845]
[3.7727330306793654, 0.6679036264250138]
[-1.301454633304656, 3.5705582535822478]
[5.261072550576434, -1.3500613805363324]
[5.4326364251295, 7.090949196274012]
[4.4532648623639774, -1.5305046601040695]
[4.648945674196823, 1.74417692633254]
[4.219722324682088, -0.43240855261914946]
[5.054770407564229, 5.763408489952133]
[-0.27952442445270753, 3.1476213353657694]
[3.1596696996537865, 0.07565739988502046]
[0.49565668758985826, 3.5108791458667605]
[5.392260186620096, 0.19718019639727077]
[4.953943647048183, 0.8099391173599738]
[2.9829794961803255, -0.10330869217424479]
[5.171983337813553, 4.6133309967948986]
[-0.28500253684761434, 4.1528809858417155]
[1.490958818542654, 3.509871461579145]
[7.120837135650756, 7.261052545334126]
[4.930766866902495, 6.219600299575372]
[6.511553120688186, 5.4378509368236685]
[6.7431584307070445, 6.013992871971706]
[0.5423168226124213, 4.483280762740294]
[5.202796482006387, 5.586066198588786]
[1.1410373276009105, 5.481580645846264]
[6.515050340190916, 7.5281382667809025]
[6.251455774804795, 5.990332673166146]
[5.116809773750763, 7.780498952839718]
[-2.168477088045229, 4.6663513009820035]
[3.46290116900581, 1.114326005086682]
[1.259709675257762, 4.731088487735852]
[0.3304269176516987, 4.602139810080679]
[3.8887942860723035, 0.6406719543012217]
[4.016742860823177, 0.9298675215409082]
[6.481862504065676, 6.264771633000611]
[5.175492026165575, 6.921774184799695]
[4.891401766802057, 0.38806645769688963]
[-0.48810848796110445, 2.7948231925825744]
[4.576424770056518, -0.44308742619667585]
[3.2754001589864417, 1.7103159681020839]
[-0.03616878317682229, 3.44566756937819]
[6.787020035271853, 7.954152651760737]
[6.841989848653832, 5.759631374814794]
[5.2102158177049, 6.925101369697288]
[-1.4432845395629579, 4.12710595243279]
[3.8956071544435225, 0.2247346272027014]
[1.0603255536761482, 3.022384680335301]
[4.184896519927621, 5.118540947967311]
[6.48546921918514, 6.85767819517136]
[2.66133506264244, -0.44214049254349613]
[6.509449350258563, 6.7725587697167535]
[2.96957802789432, -0.6541143330819916]
[3.8877136652407374, -2.0314492228067333]
[3.124149118850978, -0.6256455315294158]
[6.318569057626357, 5.605794599876258]
[5.641809426165404, 5.285129388605096]
[3.7848524610820373, -0.38274801938813624]
[4.093277264880183, -0.30080529301316467]
[6.381295704064405, 6.376703261310986]
[4.847810799553716, 5.911414980794669]
[0.10747776860130892, 3.7406607733424924]
[0.7031523478400733, 5.092146940113491]
[4.381503161488369, -0.5440101659978651]
[3.444241584999631, 0.7667406835915663]
[0.48007279461031593, 3.648094104243457]
[4.369950246691142, 0.011306043627676935]
[6.608849936846032, 6.934371629204972]
[1.183319778284142, 3.8235368334501905]
[5.018213082429766, 7.0885178809991265]
[-0.8257329394334815, 4.374502596198699]
[5.173352642200378, 6.5764008506049]
[8.06773452671157, 5.735222056721574]
[4.222621073393465, 0.044901118284597405]
[4.200872286893484, 6.331451102365484]
[5.781868102268999, 6.3477132955068685]
[2.5721107959856546, 0.11630809094421218]
[6.439953752470417, 5.377893731929561]
[6.609207780427327, 8.51415389452047]
[3.3800883774776977, 0.8394873016201396]
[6.301392237335108, 6.640023773524319]
[5.1098458521564885, -1.9095380622438372]
[4.174863603764291, 0.7725947684514693]
[0.342292877493945, 3.4024668541844303]
[4.777273997075876, -1.8287600541098317]
[-2.0958157049749704, 4.195799614345505]
[6.822259694431779, 4.798029218035296]
[5.910239524781562, 6.078346855259414]
[2.907298392110782, -0.33861818849710085]
[0.11521691141875999, 3.6432216703225526]
[-0.03213315056615596, 3.049718499070797]
[3.8924220006997925, 0.08920798353356672]
[5.706162969435721, 3.8517424785383994]
[5.731617921426216, 5.594382980712767]
[5.6449810242512495, 6.583571404619413]
[6.998701674804595, 6.370003048205044]
[4.304864216030973, -1.6882015204181824]
[1.4766461337446686, 3.492194500052877]
[3.813148827284526, 0.009914499294796892]
[6.464693184773891, 6.2315265953609735]
[6.052699970556991, 4.095164173702042]
[4.9512137353821215, 6.772164198544909]
[5.720339443990011, 6.6234043960307245]
[2.6769306667151302, 4.662012424208284]
[6.837518784437823, 7.576759925729071]
[2.15040189220528, -1.0735392455891835]
[5.284355748251676, -0.8687916299595219]
[-0.25411900442954755, 1.7964663160585834]
[-0.8916111577666456, 5.245317491165054]
[4.237040437657527, 6.149408390986421]
[4.413790813429456, 0.29715409367267753]
[-0.7639993445759713, 4.492364335101209]
[4.032844434527591, -0.32240619904277157]
[-0.594507783924872, 4.643001316678795]
[0.8943859282774168, 4.253592094513617]
[4.719971989759794, 7.681535087504565]
[4.133491100197191, 1.0996298621241285]
[4.7698649520174765, 4.883586469870284]
[-0.41880566842036016, 3.4342919907047285]
[6.598339802800579, 5.970557165767866]
[0.6500616854703252, 5.504437381426987]
[-0.18406140665761203, 2.7751086947099095]
[-0.93735013975853, 3.5224660639315313]
[0.17354916288208183, 3.3393645080662133]
[7.018962918384838, 5.3236973904579425]
[1.426210118744136, 4.746412421249274]
[7.355573591457738, 5.809576097918993]
[6.76605924588554, 6.71325921220981]
[3.9209166873021064, 0.42652206028291506]
[0.23756006824095688, 4.518862637339136]
[6.491175026271447, 6.531807700401305]
[5.816935090169921, 4.451648040814929]
[5.90898714805731, 5.960738015411968]
[2.0412542265011506, 3.221999286205707]
[-1.3445783016911517, 4.979958893691332]
[3.122014158126489, -1.214006913736739]
[5.406610667909737, 5.831864213530502]
[-0.429754495808596, 3.1537818018256196]
[3.197417360885015, 0.1156506382832419]
[-0.060495156778647405, 4.353771914006953]
[6.754717550310762, 6.558103217304937]
[-0.21853752156315184, 3.4714518644646635]
[4.113088545857586, -1.4753224473988849]
[4.207167455534893, 0.9216088928306544]
[4.218480373486025, -1.3957341140501702]
[3.993548528842829, -0.30048687063381746]
[4.087606012279485, 3.205640825918702]
[3.244176144472899, -0.6255858057129309]
[3.230836089891624, -0.963317886208209]
[5.6154088898711265, 7.113515766137791]
[0.26920887340096805, 4.886396668045564]
[5.696554040335872, 3.9842854016510985]
[0.4174594448911388, 4.116413755343742]
[2.58432657189094, -0.14778367357409505]
[2.3193384737203706, -0.9957025292208517]
[5.3500592162494645, 2.344634882282105]
[0.22629814960106587, 4.1810786685677375]
[5.414653845169079, 8.025440040839209]
[6.296170672865027, 6.842776722866351]
[-0.2838292199986612, 3.4202574300263606]
[5.205556264476142, 1.0613014752386916]
[4.2517621391974, 2.053838894033862]
[6.025794499479435, 7.234839491976802]
[4.6036896732079855, 4.064469736850448]
[7.02624024250816, 6.816545081563322]
[3.4610909808671484, 0.37316098509358375]
[1.1330524833615667, 4.375181752154665]
[5.253577398904192, -0.637129032761538]
[2.4257357950857794, 0.05903222459226672]
[6.974423193766524, 4.216498394768321]
[5.597556168196904, 5.827397626796443]
[4.057743731423312, 0.7568465976504727]
[0.48588355188860843, 3.470343552154556]
[6.784460186634401, 5.377496192040075]
[3.8942663873159913, -1.529803795770931]
[4.6744079399768586, -0.5602287268459242]
[5.545603937683812, 6.761242882686338]
[4.83701890371842, 6.432417995214736]
[3.9371666016567795, -0.657632240945394]
[-1.0743176849545073, 4.188526640884725]
[-0.8224974790456058, 2.586066688766489]
[5.449216423982991, 5.865358121128993]
[3.295423439450283, -2.6564582987035914]
[-0.7958503925223017, 3.5940134949793676]
[3.8765631989139466, 0.2635818080107903]
[-0.2931530062225795, 4.963926328176249]
[5.010751506793843, 4.8800704284924015]
[-0.20676458348090943, 4.1211615264685415]
[1.4367681707952924, 4.98347306181763]
[4.164572086648939, -1.470853291631622]
[3.6814163227963568, 2.740012228351052]
[6.319312128801183, 4.058735107858912]
[7.526577529866401, 7.279818453063461]
[1.2227104485606102, 4.132719725534082]
[0.2969998645228498, 3.540497889151591]
[0.3001234758761252, 3.245588774162174]
[5.288054345771193, 7.582223857398601]
[-0.33475958511114856, 3.892854786164002]
[6.7277108990797, 5.611617805644734]
[2.2096678672468495, 2.2102844130878716]
[0.5128333471561944, 3.7428122584662096]
[-0.0993797037171882, 4.481507912900162]
[6.451786461780488, 5.768688974763692]
[5.482081691901711, 7.707020987565722]
[0.4270215609545534, 2.9692010186402973]
[3.9063930557147963, -0.7514646402280558]
[2.178071368512058, 4.715299781558408]
[6.238420577280972, 5.805922469091216]
[-0.8980884417419204, 4.013330869096877]
[3.7697591661105543, 0.6149463261758485]
[6.4619693030004175, 5.0362753085185235]
[-1.2728539209007683, 3.4500763816698505]
[-0.8947908369581098, 5.4437573600629]
[4.1088912576015355, 0.5050807697577058]
[4.305279248406298, -0.5988694705098105]
[2.7218535776982486, 1.6311745131557316]
[5.070774059641053, 0.9477840354404136]
[3.1152864004324936, -1.700636644602234]
[1.4911914309887362, 3.6709141901008335]
[-1.694128005607277, 3.3643053323546432]
[2.0058604248090095, 0.5567687946343586]
[3.58074897288847, -0.02087631967874848]
[0.29724253534943934, 5.270893237225626]
[7.745323915216315, 6.2231479864010595]
[-1.173380478420192, 4.120931607797197]
[6.654923014936898, 5.765434489503285]
[0.11410047308624319, 5.223205661606644]
[6.39384242444721, 6.324960890741361]
[2.4718900076200483, 4.405147424348742]
[3.531859381234499, 0.3913917262032224]
[2.8856632631824866, -0.1320787078436297]
[3.8929488709476585, -0.3185864949099637]
[-0.1017020133490365, 4.594099603217928]
[4.833360007417124, 0.32653266048939317]
[-1.8806817578943933, 3.8917209299711044]
[1.7285293906593853, 1.4414972674157778]
[0.3507072556304455, 3.5238930560530792]
[3.7837980773440933, 1.353379646104772]
[5.295371903770731, 7.746835191585018]
[4.068952845647422, -0.5875513731249009]
[7.6927039018737595, 6.749782564068621]
[0.7790352254233407, 4.760728470282583]
[4.116700303080876, -0.1442510821697631]
[7.13799890054031, 5.816905200334829]
[6.538392575666847, 6.212937783761018]
[0.6437233831914287, 4.7686367424508935]
[4.547477078959734, 4.648249723179234]
[6.094235886392827, 5.494350960124454]
[5.613349589194253, 5.846224194602728]
[7.850961272022209, 4.231584810955363]
[-1.1443300819912454, 3.9360826665350124]
[4.246745892203168, 1.1527982886263275]
[5.245284274697905, 6.278176787858143]
[5.077521122827018, 6.446205723095254]
[6.298950455304398, 5.810104246688442]
[-0.6121858325243905, 4.14074312949904]
[-0.568881325152707, 4.454908412157107]
[5.069729298962429, 3.7384277117839386]
[3.935362367288184, 0.13337829728671294]
[1.8743406933488036, 2.9241813956752543]
[6.7405944284971895, 6.195383560699389]
[5.811979620842038, 4.95713736812245]
[4.60594413670904, 0.34480010970452657]
[-2.0702407856999994, 4.421930933453046]
[-0.808166424894076, 3.7219269815331533]
[0.13475544080566845, 3.5816943618034895]
[3.521451141288358, -0.14962125811941113]
[5.699993019986067, 5.531115159546391]
[0.5614374296476549, 2.9698695899811303]
[-0.32768751584674793, 4.351719976509495]
[4.984948980289276, 5.7361245193401516]
[-0.8047648401994583, 3.404992686187798]
[-0.13866617266935224, 3.1845429195322796]
[5.624040571994243, 6.352680769741428]
[3.8367118437953702, 7.649863671347635]
[-0.4952814409169131, 4.227793465843153]
[-0.08961250986595946, 3.460370210839076]
[-0.5852489750844729, 3.796334858503691]
[6.756901791684112, 5.55770938523782]
[1.677181503632209, 3.8359272084784766]
[-1.0568134205384387, 4.602737000971477]
[0.6648521316625117, 3.0290839275486414]
[5.657567499297754, 4.556737272653218]
[4.839753328189381, 6.920128019730013]
[4.808032531185264, 6.161003931737901]
[5.929494697074972, 5.428181877726566]
[3.722053035817597, -0.08183926987289404]
[0.22060511120267384, 3.4277300589769215]
[-0.6553676860218591, 2.9027913947190283]
[4.777452261548118, -0.9946822334548437]
[4.795325790381414, 4.073009800469897]
[6.494443945341484, 7.367668747351684]
[5.343482040091171, 5.115946473382098]
[5.973362982692408, 4.985687109823203]
[1.5923268542550228, 2.4880212472480503]
[3.0478208715582418, 1.3907250931578088]
[1.4807145002422952, 4.743953652928669]
[1.2659438701726764, 4.6636016738206845]
[4.80760750371153, 1.3696648078152605]
[-0.8514368837654185, 5.500891664326278]
[5.443560699787877, 7.499071880095873]
[6.370868823028278, 4.727478107157763]
[4.105379899830177, -0.8122733332548343]
[3.869334286204093, -0.3107892179962848]
[5.369019068337589, -0.5276675473648474]
[7.816939564148086, 5.773195176334217]
[6.620276995859347, 4.9254364596854385]
[-2.7793219065906034, 4.6807657117063055]
[4.599285010858785, 1.5789206359914831]
[4.662137012724117, 0.7379704515639346]
[6.243516676845992, 6.296576554409495]
[4.221118633383832, -1.8367123463014663]
[5.846858172267529, 4.883460002673134]
[0.12038373589623566, 3.711092293065478]
[6.624969395566979, 6.354212796139196]
[3.5950690394930698, 0.5670264679951054]
[5.240197751544002, 1.0164465792281985]
[-1.0303076701645837, 5.237205828357526]
[-0.6741061320959887, 3.336689043184949]
[-0.4020960967367093, 3.1485625707289926]
[3.0093318956028297, 2.3768648612157675]
[-1.4393666732685257, 3.517668249143696]
[0.5268254249675289, 4.0302638507385895]
[7.311491431320743, 6.816887421116062]
[6.492579249674673, 5.045802157437086]
[5.35319980216255, 5.531928811958208]
[3.9301554827549463, 4.517482594777583]
[-0.03226594572276523, 3.974694618892338]
[4.035630797851696, -1.5586301746342184]
[-1.9511828437472487, 2.8616631610258567]
[3.6800767370977274, 3.4066128524193666]
[2.463756560226555, 3.2301710941299264]
[0.6347014684274113, 5.948749414419009]
[6.6011805459096085, 5.389623400025384]
[6.750768846549531, -1.3627492295120407]
[1.2659747579071325, 3.84722245701145]
[-0.8955614015765425, 4.394483546834544]
[3.6302320104208934, 0.9782734639855207]
[4.8319651300418585, -2.4157677166403078]
[5.838814186190669, 6.417746421815133]
[4.64586578677858, -0.16859244842879528]
[4.289299679034297, 0.12231483914143533]
[4.46209234942589, -0.9255202657958894]
[2.4105472609515615, 5.485321281150114]
[5.072662323147062, -0.4839849393770324]
[3.8955463210027315, 0.163780389651018]
[2.7807838820670647, -1.3634376079421169]
[7.438894649012063, 5.40794267658198]
[0.611410186398666, 5.239642460348177]
[4.143639307468459, -1.4815894860938659]
[0.5490494699091258, 4.5517511061094895]
[-0.09617167473176334, 4.19961426118734]
[1.6695273798778403, 2.4747241101239936]
[4.251764677064827, 1.0184949421481302]
[-1.0524067113040538, 4.540784837442113]
[-0.017766437417797227, 5.4934373548389654]
[4.639086508739016, 0.9738509993067339]
[4.527283771880214, 1.3942051699793776]
[0.24972291773588803, 4.276029787368456]
[5.191941927440265, 5.512965102480353]
[3.8227159455546063, 1.0782943268975749]
[4.727216435637565, -1.4160648566173322]
[4.078223405379992, 1.7096425548144214]
[0.7082576883132512, 2.805545189451295]
[6.437858159554132, 5.084788273869599]
[-0.6329630969688568, 5.891103583808989]
[2.9292940620218975, 0.3585136005715686]
[4.151766250962831, 0.029419927132586603]
[-0.5201400775204619, 4.932032971331673]
[7.74970746979295, 6.429946926111448]
[1.8258492497703491, 3.6387077254588878]
[7.031417285641403, 7.354356985953682]
[0.5866463148025712, 4.011821107898565]
[7.799257430847981, 4.450703359587978]
[0.7687088241963027, 4.235216060570253]
[5.696164104892885, 4.844828850813976]
[4.790034253458269, 6.225112597203246]
[4.286264569057214, -0.715491235316651]
[6.428568638360429, 6.174261980433799]
[4.8794073560495566, -0.3719824025283313]
[4.355801565815385, 1.912121093763495]
[5.98971868363456, 5.640289736931114]
[-1.1098667526013843, 4.140241479512234]
[5.717296578152341, -0.6756504577100729]
[1.85446886933913, 3.057953988544845]
[4.478342218088558, 6.963778408121275]
[2.5759549299309783, 4.134255420513729]
[2.255271739334429, 0.5930383519884049]
[-1.62236872061037, 4.364989578822017]
[3.768191739998001, 1.7958787414429844]
[2.8772343978689014, 1.7590444432577115]
[-1.9079056230848863, 4.067912402971142]
[0.5306354847148939, 2.789164835537713]
[0.7097354794411889, 2.4216781115779717]
[6.1549793869740945, 4.506340280495904]
[6.270146147865654, 6.3644802352160985]
[6.009326084062385, 6.591759809182966]
[0.14145087861633074, 3.2473236978150863]
[5.115364663421904, -0.31787834678739696]
[2.938872141366491, -1.2277264768358824]
[6.71101136301576, 6.132717795430229]
[6.319098592930491, 4.8349340833030094]
[0.38928838234142316, 4.550828285555988]
[7.773651981762066, 5.459737313108077]
[3.1119061975015416, 1.537489207842098]
[5.724420370171976, 7.1173114765053045]
[6.022825598918961, 5.598861140747102]
[0.7406609276648274, 4.893302435628857]
[6.808683509693916, 5.0837762839261345]
[1.1703740432644862, 3.0888894613140665]
[5.195644310303678, 6.18981466550848]
[0.7327431453211076, 1.608829360271999]
[-0.08739468935881992, 5.745336717648012]
[1.2168262424955592, 4.094998647196692]
[-0.8701848413575043, 4.80566068948918]
[3.640221193941102, 0.2996796468905937]
[-0.40984351444447437, 3.465396071482524]
[1.5149033865606871, 5.285088338304067]
[3.9821261373862122, 6.7763620965565545]
[5.060350235832334, 4.920960993218377]
[0.6370602799733744, 4.51398174838158]
[3.446264093910692, 0.8566140515178291]
[5.290063696449558, 6.209106824033794]
[-0.06576609539686558, 4.523419007764061]
[6.65586961251743, 8.831119259262264]
[0.09614717022478238, 4.176867226793104]
[1.3845576177669492, -1.94971859565349]
[1.7538268244403845, 5.581172052988776]
[-0.5466543387904415, 4.123795044021532]
[0.9115664043562615, 5.424430840949549]
[-1.8905081162538713, 3.5456223167330694]
[-0.647496617742191, 6.651057041496598]
[4.111411133680577, -0.3199826173481641]
[4.2208443377347, 0.46890104578958985]
[6.901219140325116, 4.2975899616072155]
[7.436922019675113, 6.25280892569214]
[0.28149637125957594, 4.357686052135224]
[4.952571792067435, 6.144289794722681]
[4.4106755977580425, 6.152594557413379]
[6.352660467439083, 5.331818970775238]
[0.35323047817714526, 3.062844748187159]
[0.25875786378034665, 3.5801489416637775]
[7.5056080697678045, 6.74295252459299]
[0.03351866899547946, 5.051122757402245]
[3.520165905939145, -2.542068760952972]
[6.016038795566941, 5.054547486112937]
[7.416137718728116, 5.340350382915112]
[0.15079245941319133, 4.150953518011461]
[-1.0633454042136217, 3.6516679481873093]
[3.9911255843115496, 1.2647830969138372]
[-3.2634674519602718, 4.270756994698657]
[-0.2748830826634209, 6.795733108570182]
[0.21615232275798374, 3.803127185868278]
[6.5431971319978075, 6.2572048650701255]
[-0.7693848696689138, 3.342075999493586]
[1.637645398512276, 2.892186610571976]
[1.4881559382812677, 4.242076509181031]
[-0.3268084190984639, 3.536824305137997]
[4.0079711187314855, 0.43774534815244026]
[0.4792629224043744, 5.5847300403987745]
[2.090574169006855, 4.837261073128824]
[8.016166931760894, 4.3326698741615655]
[-1.3991419267826306, 3.6565582880602716]
[0.5075363139757234, 4.905317163142698]
[5.016637590432598, -2.3984513275897896]
[4.723810118008979, 0.8120382359842886]
[5.446158339109147, 0.4461355550132435]
[4.645050235154581, 0.9697419405815433]
[5.866586894928327, 4.688921990155548]
[6.090258911235041, 8.836684396584017]
[4.783268993110349, 6.310588122409535]
[4.432840873780436, 7.033815117820293]
[-1.3146040231288902, 3.6873855864083476]
[6.068350866119978, 6.688964174462747]
[4.551634458859005, -1.246303073387478]
[5.594835924858365, -0.8880911890057431]
[-0.5537685297306985, 3.4640169408796924]
[-0.3698444172124591, 2.248897502640035]
[6.44100146783989, 6.149964094486777]
[0.598225070268604, 4.351247651671364]
[3.6678928408993023, 1.826548362482163]
[0.09463938798122275, 4.754526362831784]
[6.205408338180299, 6.090308282061617]
[-0.5203736053918084, 4.010520288670215]
[4.635984939966345, -1.9493553092887463]
[5.793329712656458, 6.7784803952248085]
[4.439896657747791, 6.890522149698563]
[0.0006878044580806194, 4.705843243682186]
[2.7895083672957592, -0.43303316232023603]
