[1.990690923845054, -0.6026833163462383]
[3.674972520469991, 1.319888670124127]
[4.738523089469447, -0.46041017199282325]
[7.526267336470973, 7.696997502812787]
[0.22269031995875177, 3.2110851858865708]
[-0.6512331915136456, 3.402700235196031]
[5.904066865516548, 7.10967409864335]
[6.5877649119071435, 6.211189144653902]
[4.48904007095945, 1.777192201989317]
[4.982036207375915, 0.9351209370086293]
[4.821966807214599, -0.9864761143240532]
[0.06976200033653653, 1.446499630908693]
[2.6146522617602868, 0.549022582729722]
[7.581176398405143, 7.847966991094767]
[6.229805855518251, 6.515903778905487]
[-0.6718490327804127, 4.6981704594113145]
[4.061276211108397, -0.11143650336630732]
[4.332657762007697, 7.704603592712394]
[-0.5652884645614084, 4.2607161212174445]
[4.311078312219765, -0.20143434238142635]
[4.592474776455191, 5.228835813229878]
[5.0128163391498735, 6.137980786463721]
[4.128202775348612, 0.5699350793114303]
[4.024287416269246, 0.11454965982540352]
[-1.8845481620320732, 3.6401010118449286]
[4.559035573693031, 0.894805620667599]
[4.641856174184499, 0.8343900229858031]
[0.4111338898748766, 4.0972493696726655]
[3.7803982666953595, -1.6471420662522744]
[0.6737056288723712, 4.761590399849489]
[2.916386643499732, 0.25985931389706823]
[7.766261231143628, 5.067589707326402]
[5.153058039098859, 5.380404575560687]
[1.5405866990479877, 0.4040360654899964]
[0.06282967654974571, 2.9788705636711033]
[6.4388593394918, 4.9964964321547285]
[0.5238855226002047, 3.391828052871629]
[1.2769899680029546, 2.6374810831867954]
[2.6210206084015457, -1.221702398829107]
[5.755110791928964, 6.80761184479596]
[0.02166864261830595, 1.9735518657857454]
[4.391197346426586, -0.6691088583711188]
[-2.2492779056927485, 3.420699352924776]
[3.033123926770507, 3.880248177570933]
[1.2791761394640553, 4.475768653010103]
[3.7343091279050427, -0.04002971675592628]
[-1.3474338063122044, 4.131308444087931]
[-1.382529864254423, 4.206231269420601]
[-1.6764880650341245, 4.008675600316604]
[5.30456673139736, 5.14305709061125]
[-1.0002128327417728, 3.4662269402788213]
[6.646607069216873, 5.91742352069659]
[0.07687422574881458, 4.8629530296636485]
[-0.29222244323442614, 3.8990698051268673]
[3.8565723297974275, -0.0774387016008454]
[5.249134689949515, 1.6316009072036903]
[6.387625000368164, 6.0928306138081645]
[6.7216763210832875, 7.241895529158077]
[4.46057631733516, 7.618187069221143]
[2.8057486467133987, 1.033078302223944]
[5.385515438424565, 5.9776048060583395]
[-0.9345834559568212, 4.859156974452574]
[0.5634533577397325, 3.578436992796768]
[7.569857884590292, 6.412727626180045]
[6.779390019009783, 5.432044188349788]
[0.2895589131483612, 4.569280536099026]
[-1.341833173563969, 2.370437286890895]
[-0.12904756041504212, 4.969308872902125]
[4.475596672038435, -1.9445639606178833]
[-0.3960555142242191, 6.594259190425675]
[5.704308994301522, 4.477284500699115]
[2.713477798877691, -1.1707139095279075]
[4.157251711208709, 1.5411239462956017]
[4.84086722586877, 5.496274519368731]
[0.08734832112196092, 2.599958852656223]
[-0.5808812610117993, 2.882292432352102]
[5.263017312133951, 5.794393632167663]
[3.71175222615502, -0.7891750415823051]
[7.464480847008459, 6.695609270758381]
[7.270363515881448, 5.5866605255199415]
[3.3141538852775088, -2.241881620606105]
[3.0130788130567403, -0.29868515641055965]
[7.226230752599859, 6.0962814148708535]
[3.1281312029379427, -1.2400419709580344]
[3.226568949286281, 0.7862268849417636]
[4.691612914513043, 5.553646251959081]
[5.6672441531708495, 4.656167193529063]
[7.658185273229899, 5.504660870495429]
[6.098083623053835, 6.4226293763096844]
[0.8759181512893991, 5.120749970331018]
[5.596718680579096, 6.722757110082776]
[-0.2448128156071886, 3.526229889881326]
[5.889597305106182, 1.3837508824131532]
[-0.5128596221120791, 4.792362067613956]
[6.278621020461467, 4.921119166697892]
[-2.0116719373090524, 5.061435977544787]
[6.905670579122593, 5.229460411593613]
[7.238999207483914, 7.335764645946225]
[-0.3087722749361034, 3.898008599285535]
[6.968886175872118, 6.570896898481238]
[4.944009730266954, 0.02718231643708287]
[1.3957717937021707, 3.9892487116509474]
[-1.3278927285548872, 4.607492230589943]
[5.7870085981057136, 7.017166400469222]
[4.880947467456178, 5.891339916063958]
[5.461797813313858, 5.717271586054708]
[3.8905595365696684, -0.9099920130451877]
[5.4120804936709135, -0.14524983498208485]
[2.816115674079297, 0.05791199481945469]
[5.976549461768393, 6.736388960104483]
[4.059751857046388, -0.5752259720009826]
[4.080000323377764, 0.1503287811384844]
[3.591537738678207, 1.4081521470066751]
[-0.08221223810186763, 4.687957676377386]
[-1.0280262523458867, 5.766569788394327]
[4.154614633350855, -1.6044442289639673]
[4.232696805052067, 0.8627223095949365]
[5.432731060100187, 1.3875826551548012]
[7.014011005500024, 6.056636475961332]
[4.37392285185106, 0.028699579041274518]
[5.642858620518313, 4.75194058819583]
[3.5089771389706974, -1.9838483884783962]
[6.290300051254224, 6.463773927531131]
[3.3534026552578946, -0.41782738301190714]
[4.010585843512416, 3.975197007056955]
[6.755405815785217, 6.591265760344192]
[3.179974234899159, 1.634274600861065]
[5.5695562825473015, 4.9815902907857454]
[3.7885900269348816, -0.8316698021119084]
[6.501097690047481, 6.369454307809178]
[3.0801841492054787, 2.281485773690595]
[3.746439775900836, -0.46311899637675735]
[-0.9750590866042157, 4.535224823137436]
[-2.110629989554321, 4.722552258985686]
[2.9893076325440946, 1.1542155787817339]
[-0.7006108279548704, 4.314880405667337]
[5.450846768733797, 4.444855471459393]
[7.234503550647393, 6.209454152977786]
[-0.3111958677845262, 3.904525203304571]
[5.353272314795943, 6.3468015535899145]
[5.409793306776155, -0.7903121368310445]
[6.049625774207807, 5.550611126573917]
[5.483559046563015, 6.125915657306184]
[6.089099834791976, 6.779960114066672]
[3.913985058159488, 0.9978633656431244]
[0.011840739185935069, 4.281583357407963]
[5.241589880226448, 7.1678963277808725]
[3.968449371398658, 1.7296580731830582]
[5.201384869791765, -1.2487863812294149]
[6.476064923759607, 6.5781984871429]
[3.9848457364002985, -1.909560819551721]
[0.5491742296371013, 5.4036275482152165]
[4.276300497695213, 0.10211018180404806]
[6.199251879228912, 5.184360649231729]
[-0.14243350641364486, 3.3877635053259065]
[7.283439006872991, 5.043185795164046]
[4.9311845272867085, 5.697813685037156]
[4.518816816023712, -0.15464460693085585]
[0.5136926755940083, 5.0574965821855535]
[-0.8448452023157401, 3.460125186208924]
[5.568388820378114, -0.5638174462034908]
[2.560145094856497, -0.1632634278323997]
[4.136202291974778, 0.35447690637429696]
[3.930655217170209, -0.3775396052883898]
[4.697754753772055, 0.8141636713354662]
[6.367164821391368, 5.682049035786926]
[3.7337686576854705, 0.5081070911772195]
[-0.6431191501523529, 3.68179892021704]
[4.880544527232488, 0.056031370899218676]
[0.7800915588232082, 3.2813859274612067]
[5.869044516177403, 5.696418594422081]
[0.5623975967745894, 5.914159856233393]
[4.635121780120165, -0.03796722771711701]
[3.7074782518032072, -0.1645711428892668]
[-0.24640152663066536, 4.029949372236134]
[-1.7998513500593982, 2.897387796741153]
[4.3677906385771745, 0.0253261783863625]
[5.792955933502148, 6.037174199696943]
[4.2890292358084885, 0.6626814923116374]
[5.710977151431555, 6.1966240546836175]
[3.6849270950543787, 5.875114684064113]
[4.886685288008522, -0.04279918254464333]
[-0.9385339865241189, 5.502440889590492]
[3.8142974464686086, 0.3083062326565278]
[0.6040297917410654, 5.7372731091310865]
[5.796071801859564, 7.39966200784402]
[0.5689666168491283, 4.927180188956552]
[4.414091552452321, -0.3245890704819618]
[3.5832898322995734, -1.577984369475697]
[1.173477237275703, 4.733011339030238]
[6.197007845965622, -1.109675225691075]
[4.858514486328827, 5.187888089209462]
[5.65721342349454, 6.769993168219196]
[3.6924853762495946, -0.43519474851317447]
[-0.18971651909615464, 3.8947457010355855]
[5.318060605072224, 5.587315670447962]
[4.2545836050207395, -0.02057305527024035]
[3.3661580204130823, 0.7244215936494001]
[0.36002480685206417, 4.3144260093448725]
[2.852828707185245, -0.7517683225446856]
[2.9194346387139394, 0.7921168976032266]
[4.467240428051274, 0.5706418913471071]
[2.797280408711475, -1.7013293866934194]
[-1.4960523523932494, 2.6329520230581354]
[3.490048092577104, -1.5741503545791407]
[5.180483934795574, 6.291573535243697]
[-0.7049924078723973, 3.981957226096712]
[0.46347642585120724, 5.275655784729385]
[0.007317005306172926, 4.396297928649985]
[6.343668923053887, 6.249829406228507]
[-0.6035270523281577, 4.086585181736417]
[-1.4746358668752524, 4.863875487880638]
[0.8067545890645256, 4.7440954079687465]
[4.141042594400361, -0.5221191806817516]
[6.069632036008131, 6.524444415280635]
[5.320989601851359, 0.2528746731168997]
[-0.4040545783826355, 4.245331689799277]
[6.157367461438244, 5.943382849386493]
[-2.3455495475086043, 4.999627116382685]
[4.253503302469529, -1.7984437510136424]
[6.439817659687409, 6.225743987360606]
[7.358622813677416, 5.6528314481529724]
[4.940769083121141, 0.07021145801907226]
[3.449620201710199, -0.717797358560033]
[5.744880502780653, -1.1290850580409744]
[1.004342895780105, 4.155183838757797]
[6.3366295355429525, 5.812097091912163]
[2.475683557828855, -0.11782545964066919]
[1.2092219835940166, 3.8948932980438977]
[-1.0647062105556828, 2.1961459679493154]
[6.035817548727098, 6.69211428042539]
[0.6923159503898042, 4.144555686784857]
[5.465087425434852, -0.457106641410926]
[7.041184636798002, 4.478416012777507]
[4.79509699979613, -0.6513155742402857]
[4.249915708268559, -0.36802764135156796]
[0.8601629958748275, 4.833021939217045]
[-1.409295554319214, 4.262591241404906]
[4.36408441839796, -0.8939875240942619]
[3.4536112600032967, -1.2116058601106878]
[6.231367723889896, 6.372042081874884]
[5.334432577262409, 6.586017115783732]
[4.223247274383518, -0.8507381691650987]
[6.123293396304681, 6.349804374385544]
[0.7074102557403922, 2.4631875337538753]
[5.544857739716594, 5.694307887437441]
[5.707933653288521, 6.046287376006315]
[1.6491078044161442, -0.7820322469243712]
[0.23943345636678318, 3.501004391827267]
[6.716357283379798, 6.5812407381203695]
[4.660173448969294, -1.3375767055078713]
[5.790533268558223, 7.551378249882458]
[4.847471064360975, 5.827105107979235]
[-0.10914691825794604, 4.632373758353323]
[-0.04911821580846617, 4.840255717312931]
[-1.8639569997703738, 4.401954773732834]
[-1.0032193474893965, 5.271740265083602]
[4.7759182929933885, 6.699092454594106]
[3.81891929622077, 1.3124346038118546]
[6.449658364908411, 6.4946503939297955]
[4.642579192287617, 6.2491740094783435]
[5.57942565426201, 6.909597481052432]
[5.228641543614282, 1.0471354714580539]
[-1.813009676626601, 3.7155538040459226]
[3.894002796248516, -0.11951411354531138]
[5.798699856151034, 6.48050866785946]
[4.02637138246969, 0.166241822729799]
[0.4345041258098926, 5.8626275787103586]
[4.380538439110238, 5.180079207046148]
[-0.9880635660653214, 4.525062496755691]
[5.485286700815313, 5.294023964202653]
[6.712202637957895, 6.338291253078733]
[5.886334788076861, 3.835478403174213]
[0.08461911415310872, 3.1053974365283987]
[4.134609298903248, 5.870524082651362]
[4.266466859282827, -0.8840043653354607]
[6.878891597548128, 4.610250223342167]
[-0.11947024334126959, 0.7791098355022497]
[3.2886992603979746, 0.06639452753961594]
[4.955038340394703, -0.5776344070746542]
[4.4624967901209045, -0.583222054956083]
[4.155549729865624, -0.150482555157291]
[6.684191954733821, 5.545180454071371]
[5.230366241502769, 6.704866967182775]
[1.2585015217928766, 5.744575070687851]
[5.749270487297659, 6.375743941344608]
[7.304432000995515, 5.0942613681119004]
[5.68992153602125, 5.1429427404244334]
[6.904463515532352, 4.2387455837280825]
[6.106991287016921, 6.555565160602954]
[6.643437387586296, 6.737886333155348]
[6.358624063450857, 7.556880356172687]
[2.2818841282988567, 0.027211111378637246]
[4.568869268792333, 4.7139732961182075]
[4.253574561765152, 5.434844413310176]
[1.1958044018637388, 3.3780551269627073]
[1.9568021096891302, 2.9008901767233537]
[3.5452668925407114, 0.4101688113287194]
[5.311133804777599, 4.81574779287245]
[5.739596353653087, 6.804603177192013]
[2.3831094840527416, 1.9201413523364228]
[-0.45343813459574034, 4.390267380009396]
[5.775137472808385, 0.6102321261649456]
[5.426997809039079, 6.352733495413391]
[6.483702496408389, 5.829552064789422]
[1.0863817126323836, 3.494419232432223]
[-0.5766488053170743, 3.7803173086786996]
[-0.18831422723710886, 4.445815040811373]
[5.403328989510928, 5.848526614735586]
[6.148948528616372, 5.575653534029717]
[6.886493859600085, 6.822501590228116]
[3.8278575006663456, -0.5542381248786522]
[-0.4324544077570011, 3.172875766130095]
[6.888926395540203, 7.473597546017486]
[4.139862182961286, 5.651704150494107]
[5.2077004587383815, 6.806828946024034]
[6.211973354296107, 7.12655017492995]
[5.604099697891755, 7.013762335485683]
[-0.20149312800568073, 3.097670948534743]
[5.104967916828183, -0.27307076379939743]
[2.3553789982415827, -0.02485130071549445]
[5.426458334067073, 7.857472828766586]
[2.2605384007441334, -0.25771375244082734]
[0.5198933564170326, 4.448428186560437]
[-0.6742019553450125, 5.097043180934083]
[6.167267911119797, 6.257657335928741]
[-0.18491379808918257, 4.756811881497029]
[1.65863736166143, 4.019507187420238]
[5.8655401365666116, 4.609842259065877]
[-0.7982120956845544, 5.670225351335769]
[5.387398926366071, 0.3524896795072605]
[6.831967304386623, 4.840757572383099]
[1.1329843183241377, 5.089178275514849]
[0.4191644717000776, 4.312531989248828]
[-0.4267459972868894, 2.8181389058538224]
[0.102400976393909, 5.031217197367982]
[5.284883411206272, 6.136571693009422]
[4.781371246635935, 4.738530095650929]
[6.379720904857657, 5.681507737448459]
[2.8044952866284127, -2.4733531178441113]
[4.510569794124271, 6.7089016085094615]
[7.127248813089791, 3.546052616899682]
[6.227941927890346, 3.6478518641176807]
[6.124300169442614, 6.324249777893836]
[3.678244384563749, 0.3222888881072434]
[4.820007042801763, 6.4131507988522545]
[1.8719450672019333, 4.844354999060469]
[1.069954509412825, 3.3508708504004714]
[-0.06446268261075111, 4.647084370697382]
[-1.6353124650311024, 3.7441479928849066]
[5.657859378090999, 6.385553413035019]
[3.299055084807967, 0.07076671749145558]
[2.9893888534387703, 0.6235597464550171]
[4.435447130845564, 5.789801399507584]
[5.944096109191238, 6.091085859970998]
[4.734294492415327, 0.7601917386166757]
[3.728652999376134, -0.43788714202379875]
[-0.5562300607742541, 4.785055174883465]
[1.7388146920451988, 4.407533732519282]
[0.4483096692737914, 4.467452457200531]
[3.4338300352918187, 1.3620325691316082]
[-0.052377939698922585, 2.238600205423035]
[5.3349283002433125, 6.255058064716035]
[-0.12248879961883473, 2.425435080600745]
[3.639346198214056, 6.707107766386898]
[0.6677724589342805, 4.098054472175674]
[4.740623642077584, 7.144081932804141]
[5.299970648645547, 7.251270822971474]
[0.27688220680673536, 2.9527162097500064]
[6.284820606060329, 1.608317316169847]
[5.4446733323005905, 5.4135936797787725]
[4.208011546157612, 0.45824379804803267]
[5.995825228972348, 5.0658176606293805]
[-1.4338976807310195, 4.472440487098949]
[6.893844257805984, 7.200308010678931]
[6.041883885226148, 4.673083163815674]
[2.761991968227603, 0.060271632621441806]
[6.693969340027919, 5.792956011611365]
[4.221949252034283, -0.3589821265992831]
[7.23664695860341, 6.40237524047607]
[4.539375204917933, 0.7941855131692566]
[3.377722250352625, -0.06604649193780689]
[4.395476355219667, -0.47688766179364395]
[2.420649075100167, -2.1325915988054778]
[4.781603106769012, 0.05437128347875893]
[2.9057763337230744, 0.22001162230374843]
[0.33199130164244983, 3.6207724070288285]
[6.3783203157690185, 5.860431707394069]
[3.2818935250846053, -1.296588505796815]
[3.4233082646134316, 0.03912163888571016]
[4.696326739692201, 5.220179802954808]
[3.319909867837642, -1.0829151051632213]
[3.937414927237613, -0.12033974993798488]
[-0.12705926923384153, 4.232842050310571]
[0.3503675485382961, 2.3766773540506962]
[4.7343467130206776, 6.077122161236092]
[-1.1566907244688491, 4.568619992314339]
[4.5110585889355335, 1.1695442508443743]
[6.423489360780633, 5.0921112475780115]
[4.918039907930037, 7.026838597666476]
[6.4932721078961535, -0.8833665039509248]
[4.702597423207276, 0.44723991502856913]
[2.301856057574396, -1.9110864321611771]
[-0.0737189113305493, 3.6324503476781316]
[6.961187987714633, 6.798807028259071]
[0.24139317414419426, 3.442775296993198]
[4.285631754489176, 0.9033863432379737]
[5.063444491401214, 1.254331395572787]
[-0.42386678428909674, 4.80622618520684]
[5.173195458171115, 6.568950689215099]
[5.092926037654944, 0.6626749047675203]
[5.360509351621289, 6.40318888074478]
[5.630707432080126, 7.380521057127958]
[5.9001133255659735, 6.556329195691635]
[4.786830351916407, 5.340562691012405]
[0.7453662084713994, 3.3931675306873577]
[-0.33065038083370973, 5.31375357176743]
[-1.430792880844523, 3.5435217015148712]
[7.016948904419049, 6.439791138349989]
[3.3212983606065896, -1.6603605053791057]
[0.5687607072407831, 3.9384455631671003]
[5.621199305753707, 4.994281365063998]
[5.18700238340802, 4.7743067736556934]
[-0.2640240151474448, 5.439041070480068]
[0.9835179599964634, 3.788539110274283]
[1.7682653075161614, 2.3600465317364314]
[-0.43868233075725555, 1.3736556852005442]
[4.6668493006282095, 7.72526555340437]
[2.3482733813065124, 6.214899254661119]
[3.2224837018350825, 0.297311088869881]
[7.52186901318201, 5.5620720776044195]
[3.4198826340752, 0.8705972331029077]
[5.894803911920797, 5.96696562887186]
[0.360864351446003, 4.741094252100972]
[5.0693696906523895, 5.3061641573923435]
[2.7466428334420407, 0.3090998334135364]
[0.19331362005720135, 4.154190153749343]
[5.953227214098108, 6.429058376802079]
[-1.93426177564368, 4.7487935713077745]
[6.0295175822495795, 5.459592138893307]
[5.65368697187771, -1.5847022238027282]
[4.275486287168609, -0.06325644121648578]
[6.0903194750374166, 7.9715214687713605]
[-1.0309188394131454, 4.778019523080429]
[2.626008782518975, 0.9659564836646725]
[-2.622304320376422, 5.323518281686011]
[4.230090793495377, -0.8496759329640836]
[-0.08163239119918556, 5.090683853293814]
[4.988910493509506, 6.041021887229806]
[5.23171140174961, 0.575690281670207]
[5.443632260311732, 6.442926815192447]
[6.3269953619924415, 4.76172909080165]
[7.516391573679903, 5.712454928166417]
[5.232735337696483, 4.385273949344623]
[3.50792694262581, -0.11140353768586066]
[5.326243264452279, 1.1094834462786365]
[4.4773565697989515, 0.4811833849595282]
[1.6323027060805122, 2.465163084730903]
[3.796492079408693, -0.12409135442327963]
[4.41451909992438, 5.616207475780974]
[6.485801533524482, 6.495234907315922]
[2.4942366013491766, -1.6848228580499705]
[7.3877490355581195, 6.679464290623007]
[4.0438504075395665, 2.583885068922246]
[3.304901701082856, -0.5714377763243024]
[-0.7139114881493559, 4.84490773014025]
[3.0715524614265655, -1.627801174973869]
[-0.5626941649896303, 5.309197935417733]
[-0.04569651775586926, 4.173839534966192]
[3.7968646778766244, -0.15825404438094956]
[4.814559218739974, 1.5135770557241641]
[4.868726731890683, 6.024108508972304]
[7.1500268030444945, 5.379590761695381]
[4.705655691808627, 0.7410272093640007]
[0.20422776799639095, 3.1527214095220426]
[-2.3160335120528868, 3.377105509404313]
[-0.13892519671254813, 2.9373512144349974]
[7.673942918362021, 3.2940289112049124]
[2.1300377552231557, 0.9167958860630806]
[-0.9704641241207692, 3.0150334636435394]
[-0.8341331950988023, 3.3896013996820296]
[0.073163690933675, 3.8375349111272437]
[3.0487334117591227, 0.6088870736910739]
[4.520948308793531, 4.3852556830141785]
[4.746777868445321, 5.914771252981308]
[5.215854961747697, 4.3193397716016335]
[3.8009902044636448, -0.6052834161130489]
[0.6638519711397018, 4.587214867985696]
[6.692945164657492, 7.0000055027652754]
[6.753026758083934, 5.89972537158006]
[0.3100622125821457, 5.845110632646733]
[3.9046579004138473, -0.29011223759956195]
[2.240360064035152, -0.36455332176144023]
[0.2721891203311916, 3.4228933249841456]
[6.507817950597032, 6.269748600677645]
[4.836057285635975, 6.705457298171501]
[4.123523360820789, -2.5851736762672557]
[4.133796336443652, -1.3887818979901876]
[0.26169285910304985, 2.955870844185805]
[4.541967101347281, 1.66452736563643]
[6.312627380059114, 5.910827881068353]
[-1.9348924490031538, 3.0611683416255193]
[2.5897602823785757, 1.5906165903234974]
[0.7964238130802207, 3.188140590738392]
[6.41063752443458, 5.934867748193416]
[3.4031673073797855, 0.3233793160190844]
[3.5603739705954833, 0.8809116038406063]
[7.252446968765796, 5.8071335981650645]
[-0.9045047068808749, 4.8828669123941815]
[4.481765088108634, 0.2800639371299042]
[0.451999536163448, 4.280824317606957]
[-1.1423569582912028, 4.124710154236543]
[-0.4397908152118807, 4.820643915295156]
[3.3578298099419044, 0.20772057391631907]
[4.462531969472279, 7.141887654464273]
[0.17415168735815512, 4.0587286405315695]
[4.542168505009191, 5.95114509181728]
[7.154863414856812, 5.934640073966826]
[5.6749854409705875, 5.771502820021543]
[-1.171227018804098, 1.8280230204431875]
[5.539919578280411, 4.452909857649175]
[3.839519696203775, 0.29242875471171276]
[1.3442987246300937, 5.505139562044542]
[-1.016251971570822, 2.6442580620201497]
[2.946899897513034, -0.8021998068817067]
[7.349378325662317, 7.142359150278168]
[2.311709848776431, 0.8928922974314805]
[5.198650732713771, 7.429922643695351]
[-1.068847924873436, 2.71246702160686]
[4.212718044201967, -0.15170444213280618]
[-2.1120738410733257, 3.606263354167462]
[5.310331719665973, 5.17823469726031]
[6.483123521630369, 8.068315256055612]
[-0.30457443427289227, 3.8619924501149243]
[1.9342217545540101, 4.5689795673073155]
[4.6379601528690575, 7.481468239070916]
[5.128012310346322, 0.6793674395300725]
[0.2597435207497623, 1.861743768604386]
[2.9398043157907203, 0.6998637857445362]
[5.50310583237142, 6.710364055946739]
[6.5190241283097174, 6.203295944544538]
[3.6108556493188884, -0.1098046444692313]
[5.949158568849661, 1.2708147945437303]
[3.3508184135666874, 0.8256404656329001]
[0.5870189577208691, 3.5689766700801338]
[4.684645429799535, 0.3251681479516661]
[0.3694635589880709, 5.6328065144598565]
[1.2516637296157604, 4.155755967677054]
[4.579086789418472, -0.10613520561761482]
[5.723883198119567, 4.908040591565124]
[0.574320225123925, 3.3064607671515964]
[6.501269969013097, 5.687388823801205]
[3.858208878440374, -0.27522102019594424]
[5.591041546148077, 4.987608175055251]
[4.71649987951764, 0.6428048041629735]
[-0.5127315943966562, 4.052602388654558]
[-0.3089171480259973, 3.314905693361564]
[2.8834215964791428, -0.7569794678780241]
[0.9412211008915043, 5.3812779197318505]
[-1.1639675671088612, 4.346908498452695]
[5.574977762027497, 7.684645220829702]
[-0.9806407507411706, 2.676251684313122]
[2.4148756346333116, 0.5845604665881485]
[5.336107466317827, 6.617910419009676]
[6.392815563043435, 5.369353346865558]
[3.4470091241615592, 0.361325158491303]
[1.2207741970111214, 4.759243102021484]
[4.598464259297928, 6.308290670555824]
[4.452661899823712, 1.210821013638889]
[3.713880164124911, -0.7118954889332846]
[0.4331324764735537, 3.4111210092368833]
[4.050867215495346, 0.7976335488113033]
[6.3484345265881155, 6.938780355439147]
[1.6478518348869167, 4.81829593410812]
[3.2347290804857174, 0.22575019878188726]
[6.742629312688644, 5.505622926508807]
[1.2818494508725538, 4.557532293056288]
[2.5493675542360084, 0.5687950505072924]
[5.950904613535661, 5.076840775821418]
[5.895114602466764, 5.298813170521261]
[0.5356027385186354, 2.0002510423776347]
[-0.5541130780148763, 3.4713054706744897]
[-0.20062092542824023, 4.498509760968229]
[6.77948162350155, 4.5759195157870645]
[4.919433032530662, -1.176717304963141]
[-0.384082780609423, 2.4989407759897846]
[4.262040375564135, -0.09712441965630805]
[3.1671201563827958, 1.138324754309827]
[-0.2772059946836038, 3.8557524593815566]
[4.401894730582873, -1.3897130069558643]
[1.371326986876222, 5.417432731076442]
[4.263586092755507, -1.4553206773432386]
[4.754522837906394, 6.2512699770219955]
[4.526762992803324, 0.35763231221779695]
[1.250730802411304, 5.525479481245576]
